year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,8,OO,SkyWest Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",62,24,16,0,0,0,8,1,0,1794,1034,0,0,0,760
2022,8,OO,SkyWest Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",336,42,25,1,1,0,15,7,0,4389,1973,161,131,0,2124
2022,8,OO,SkyWest Airlines Inc.,TUS,"Tucson, AZ: Tucson International",582,97,72,6,1,0,18,3,0,5414,3531,281,98,0,1504
2022,8,OO,SkyWest Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",134,19,14,1,1,0,3,2,0,2128,887,1054,102,0,85
2022,8,OO,SkyWest Airlines Inc.,TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,OO,SkyWest Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",101,27,12,2,1,1,11,4,0,2072,910,83,178,36,865
2022,8,OO,SkyWest Airlines Inc.,VCT,"Victoria, TX: Victoria Regional",53,7,4,2,0,0,1,4,1,318,140,79,0,0,99
2022,8,OO,SkyWest Airlines Inc.,VEL,"Vernal, UT: Vernal Regional",31,1,1,0,0,0,0,2,1,67,67,0,0,0,0
2022,8,OO,SkyWest Airlines Inc.,WYS,"West Yellowstone, MT: Yellowstone",60,12,7,4,0,0,1,0,0,637,397,190,0,0,50
2022,8,OO,SkyWest Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",110,18,11,0,0,0,7,3,0,1069,730,0,0,0,339
2022,8,OO,SkyWest Airlines Inc.,XWA,"Williston, ND: Williston Basin International",147,14,11,1,0,0,2,0,0,646,576,23,0,0,47
2022,8,OO,SkyWest Airlines Inc.,YUM,"Yuma, AZ: Yuma MCAS/Yuma International",124,29,16,4,1,0,8,1,1,1359,593,456,29,0,281
2022,8,QX,Horizon Air,ALW,"Walla Walla, WA: Walla Walla Regional",62,10,4.3,0.94,1.19,0,3.58,1,0,368,164,30,32,0,142
2022,8,QX,Horizon Air,ANC,"Anchorage, AK: Ted Stevens Anchorage International",159,27,5.48,0,13.65,0.15,7.72,2,0,1148,377,0,352,8,411
2022,8,QX,Horizon Air,AUS,"Austin, TX: Austin - Bergstrom International",26,3,0.75,0,2.25,0,0,0,1,72,21,0,51,0,0
2022,8,QX,Horizon Air,BIL,"Billings, MT: Billings Logan International",66,7,6.58,0,0.42,0,0,0,0,354,334,0,20,0,0
2022,8,QX,Horizon Air,BLI,"Bellingham, WA: Bellingham International",147,16,7.09,0,2.08,0,6.83,0,0,720,307,0,65,0,348
2022,8,QX,Horizon Air,BOI,"Boise, ID: Boise Air Terminal",632,77,30.27,0.26,20.17,0,26.3,1,0,3694,1395,13,436,0,1850
2022,8,QX,Horizon Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",35,2,1,0,1,0,0,0,0,99,82,0,17,0,0
2022,8,QX,Horizon Air,DLG,"Dillingham, AK: Dillingham Airport",31,5,0.89,0.98,1.15,0,1.98,0,0,315,72,98,36,0,109
2022,8,QX,Horizon Air,EAT,"Wenatchee, WA: Pangborn Memorial",62,8,5.17,0,2.06,0,0.76,0,0,214,156,0,45,0,13
2022,8,QX,Horizon Air,EUG,"Eugene, OR: Mahlon Sweet Field",204,26,14.23,0.93,5.63,0,5.21,0,0,841,419,28,170,0,224
2022,8,QX,Horizon Air,FAI,"Fairbanks, AK: Fairbanks International",79,15,2.6,0,3.23,0,9.17,1,0,498,126,0,77,0,295
2022,8,QX,Horizon Air,FAT,"Fresno, CA: Fresno Yosemite International",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,QX,Horizon Air,FCA,"Kalispell, MT: Glacier Park International",97,12,7.61,0,1.45,0,2.94,0,0,526,282,0,48,0,196
2022,8,QX,Horizon Air,GEG,"Spokane, WA: Spokane International",547,55,27.57,0,6.42,0,21,1,0,2560,1227,0,195,0,1138
2022,8,QX,Horizon Air,GTF,"Great Falls, MT: Great Falls International",31,4,1,0,1,0,2,0,0,127,63,0,22,0,42
2022,8,QX,Horizon Air,HLN,"Helena, MT: Helena Regional",31,3,0,1,1,0,1,0,0,78,0,23,17,0,38
2022,8,QX,Horizon Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,QX,Horizon Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",62,10,2.58,0.55,3.8,0.27,2.81,0,1,486,102,36,145,11,192
2022,8,QX,Horizon Air,LAS,"Las Vegas, NV: McCarran International",47,2,1,0,1,0,0,0,0,35,20,0,15,0,0
2022,8,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",36,2,1.43,0,0.57,0,0,0,0,59,39,0,20,0,0
2022,8,QX,Horizon Air,MFR,"Medford, OR: Rogue Valley International - Medford",230,18,7.77,0.67,2.4,0,7.17,1,0,651,245,14,49,0,343
2022,8,QX,Horizon Air,MSO,"Missoula, MT: Missoula International",105,17,9.51,1,3.84,0,2.65,0,0,515,302,23,81,0,109
2022,8,QX,Horizon Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",22,1,0.45,0,0.55,0,0,0,0,22,10,0,12,0,0
2022,8,QX,Horizon Air,OAK,"Oakland, CA: Metropolitan Oakland International",89,9,5.67,0,3.33,0,0,0,0,414,304,0,110,0,0
2022,8,QX,Horizon Air,ONT,"Ontario, CA: Ontario International",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,QX,Horizon Air,ORD,"Chicago, IL: Chicago O'Hare International",31,5,0.56,1,3.44,0,0,0,0,462,30,147,285,0,0
2022,8,QX,Horizon Air,PAE,"Everett, WA: Snohomish County",373,61,14.05,1.37,13.5,0.75,31.33,0,0,3583,1144,82,498,197,1662
2022,8,QX,Horizon Air,PDX,"Portland, OR: Portland International",775,92,40.68,2.03,13.19,1,35.1,0,1,3971,1575,121,380,16,1879
2022,8,QX,Horizon Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",71,32,5.28,0.44,18.93,0,7.35,0,0,1322,323,11,662,0,326
2022,8,QX,Horizon Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",173,24,8.59,0.93,3.39,0,11.1,0,0,845,287,68,69,0,421
2022,8,QX,Horizon Air,PSP,"Palm Springs, CA: Palm Springs International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,QX,Horizon Air,PUW,"Pullman, WA: Pullman Moscow Regional",115,11,5.53,0,3.17,0,2.3,1,0,349,195,0,78,0,76
2022,8,QX,Horizon Air,RDD,"Redding, CA: Redding Municipal",31,5,3.06,0,0,0,1.94,0,0,194,159,0,0,0,35
2022,8,QX,Horizon Air,RDM,"Bend/Redmond, OR: Roberts Field",250,42,14.67,0,3.14,1.81,22.39,0,0,1859,522,0,129,95,1113
2022,8,QX,Horizon Air,RNO,"Reno, NV: Reno/Tahoe International",93,11,8.67,0,1.33,0,1,0,0,482,407,0,56,0,19
2022,8,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",71,10,3.47,0.05,2.37,0,4.1,0,0,498,116,5,150,0,227
2022,8,QX,Horizon Air,SBA,"Santa Barbara, CA: Santa Barbara Municipal",93,8,4.05,0,2.25,0,1.71,0,0,364,181,0,44,0,139
2022,8,QX,Horizon Air,SBP,"San Luis Obispo, CA: San Luis County Regional",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,QX,Horizon Air,SCC,"Deadhorse, AK: Deadhorse Airport",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2652,277,82.77,2.69,79.73,0.88,110.94,10,1,12634,4669,139,2945,30,4851
2022,8,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",300,45,11.23,1.19,18.56,1,13.03,0,0,2028,738,115,500,119,556
2022,8,QX,Horizon Air,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",36,5,2.53,0,0.54,0,1.94,0,0,169,85,0,14,0,70
2022,8,QX,Horizon Air,SMF,"Sacramento, CA: Sacramento International",31,5,2,1,1,0,1,0,0,115,55,21,23,0,16
2022,8,QX,Horizon Air,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",60,7,2.72,0,2.45,0,1.83,0,0,281,185,0,57,0,39
2022,8,QX,Horizon Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",92,8,5.21,0,1.06,0,1.72,0,0,387,232,0,31,0,124
2022,8,QX,Horizon Air,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",31,1,0,0,0,0,1,0,0,16,0,0,0,0,16
2022,8,QX,Horizon Air,YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",62,6,4.17,0,0.91,0,0.92,0,0,252,210,0,20,0,22
2022,8,UA,United Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",149,33,12.73,2.01,5.53,0,12.73,1,0,2384,760,149,227,0,1248
2022,8,UA,United Air Lines Inc.,ALB,"Albany, NY: Albany International",89,21,5.21,1.72,3.77,0,10.31,1,1,1676,426,273,180,0,797
2022,8,UA,United Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",217,47,17.61,0.86,17.42,0,11.11,3,0,2919,1040,61,653,0,1165
2022,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",457,119,39.7,6.71,35.03,0,37.56,13,0,9741,2791,1129,1332,0,4489
2022,8,UA,United Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",708,148,51.54,6.85,33.12,0,56.49,15,1,10318,3248,623,1693,0,4754
2022,8,UA,United Air Lines Inc.,BDL,"Hartford, CT: Bradley International",203,57,19.01,3.51,14.44,0,20.04,8,1,3784,1101,465,478,0,1740
2022,8,UA,United Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",62,12,3.05,1,0.35,0,7.6,1,0,997,213,58,23,0,703
2022,8,UA,United Air Lines Inc.,BNA,"Nashville, TN: Nashville International",286,56,20.04,6.1,12.79,0,17.08,7,2,5462,2281,550,565,0,2066
2022,8,UA,United Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",93,15,4.41,1,0.81,0,8.77,2,0,965,167,69,19,0,710
2022,8,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",966,189,62.94,15.12,51.8,0,59.14,21,0,13907,4226,1688,3113,0,4880
2022,8,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",31,15,5.22,0,3.63,0,6.14,0,0,1052,267,0,287,0,498
2022,8,UA,United Air Lines Inc.,BTV,"Burlington, VT: Burlington International",93,13,2.95,0.48,4.26,0,5.3,4,0,1205,288,66,161,0,690
2022,8,UA,United Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",88,14,5,0,1.8,0,7.2,2,1,1156,359,0,90,0,707
2022,8,UA,United Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",54,13,4.34,0.8,0.91,0,6.95,0,0,951,453,48,35,0,415
2022,8,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",273,56,21.07,1.75,21.36,0,11.83,4,1,3837,968,933,1122,0,814
2022,8,UA,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",194,28,8.98,0,2.59,0,16.44,4,1,1940,422,0,59,0,1459
2022,8,UA,United Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",243,52,21.28,3.56,12.89,0,14.27,10,1,3741,1643,430,617,0,1051
2022,8,UA,United Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,7,2.59,0,0.02,0,4.39,0,0,531,171,0,1,0,359
2022,8,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",565,136,48.69,7.99,27.93,0,51.39,8,3,8253,2271,1062,1258,0,3662
2022,8,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",171,56,18.66,3.04,12.3,0,22.01,7,0,4329,1346,413,415,0,2155
2022,8,UA,United Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",127,26,15.38,1.83,3.27,0,5.51,1,0,1296,623,131,110,0,432
2022,8,UA,United Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",61,17,5.51,0.64,3.36,0,7.49,6,0,1719,1039,58,143,0,479
2022,8,UA,United Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",91,28,12.44,1,3.75,0,10.8,4,0,1296,400,86,90,0,720
2022,8,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",401,105,31.95,7.03,30.6,0,35.42,26,4,8360,3034,504,2134,0,2688
2022,8,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",7258,1231,352.96,51.3,479.86,1.43,345.45,99,46,91385,27864,5255,25909,32,32325
2022,8,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",633,157,66,5.37,37.16,0,48.48,25,8,12169,4185,264,2456,0,5264
2022,8,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",167,42,13.12,0,6.67,0,22.2,1,0,2718,654,0,169,0,1895
2022,8,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",120,33,8.73,1.68,5.87,0,16.72,3,0,1928,511,164,205,0,1048
2022,8,UA,United Air Lines Inc.,ELP,"El Paso, TX: El Paso International",31,12,6.66,0,0,0,5.34,0,0,942,448,0,0,0,494
2022,8,UA,United Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",158,22,10.81,1,0.34,0,9.84,0,0,1348,701,33,26,0,588
2022,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4691,1160,282.82,48.43,517.15,0,311.6,253,49,110917,30137,11708,39282,0,29790
2022,8,UA,United Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",31,2,1.1,0,0.06,0,0.84,0,0,159,58,0,7,0,94
2022,8,UA,United Air Lines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",92,22,7.52,0,1.11,0,13.37,0,0,1121,367,0,21,0,733
2022,8,UA,United Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",93,16,4.87,0.88,2.19,0,8.07,0,0,1052,364,58,93,0,537
2022,8,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",463,109,38.86,4.98,24.93,0,40.24,19,1,8152,2620,479,810,0,4243
2022,8,UA,United Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",31,16,6.43,0,1.86,0,7.7,0,0,917,424,0,73,0,420
2022,8,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",92,19,8.82,0.5,1,0,8.68,1,0,1331,698,34,29,0,570
2022,8,UA,United Air Lines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",35,7,5.82,0,0.36,0,0.82,1,0,317,188,0,26,0,103
2022,8,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",123,27,10.85,1.38,4.14,0,10.64,0,0,3209,1348,138,159,0,1564
2022,8,UA,United Air Lines Inc.,GTF,"Great Falls, MT: Great Falls International",31,1,1,0,0,0,0,0,0,33,33,0,0,0,0
2022,8,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",66,4,1.98,0,0.15,0,1.87,0,0,161,59,0,4,0,98
2022,8,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",491,68,36.3,0,17.81,0,13.89,3,0,3987,2138,0,637,0,1212
2022,8,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",2660,524,180.81,28.77,154.57,0,159.86,64,14,48084,13564,4649,12027,0,17844
2022,8,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4869,832,272.06,36.41,266.19,1.98,255.36,118,45,68961,24189,4992,16545,198,23037
2022,8,UA,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",33,14,3.27,0,3.99,0,6.74,0,0,1492,307,0,117,0,1068
2022,8,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",151,37,15.95,0.86,7.12,0,13.07,3,0,2702,987,38,351,0,1326
2022,8,UA,United Air Lines Inc.,ITO,"Hilo, HI: Hilo International",31,5,2.17,0,0,0,2.83,0,0,370,66,0,0,0,304
2022,8,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",195,30,12.97,0.62,3.56,0,12.85,5,0,2819,1046,157,85,0,1531
2022,8,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",244,59,20.66,2.39,10.19,0,25.75,3,1,5052,1469,717,422,0,2444
2022,8,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",124,44,12.46,0,26.01,0,5.53,2,0,2985,1555,0,1038,0,392
2022,8,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",197,22,12.59,0,4.39,0,5.03,0,0,1234,739,0,104,0,391
2022,8,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1077,221,76.97,9.1,56.45,0,78.48,21,1,12988,4046,617,3023,0,5302
2022,8,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2239,401,174.55,20.2,67.33,0,138.92,24,4,34996,14674,2505,3254,0,14563
2022,8,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",537,146,33.28,5.41,66.73,0,40.58,19,4,10725,1702,822,4909,0,3292
2022,8,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",128,12,9.36,0,1.06,0,1.59,0,0,1496,1342,0,38,0,116
2022,8,UA,United Air Lines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",34,8,2.02,0,0.62,0,5.36,2,1,632,130,0,13,0,489
2022,8,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",254,64,30.07,1.17,7.85,0,24.91,8,0,5600,2259,43,336,0,2962
2022,8,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",949,175,66,9.81,41,0,58.19,15,8,17281,5485,1213,2970,0,7613
2022,8,UA,United Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",31,9,3.09,0.55,1.3,0,4.06,1,0,352,78,30,37,0,207
2022,8,UA,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",55,16,8.47,2.86,1.17,0,3.49,1,0,1845,981,232,42,0,590
2022,8,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",54,7,3.39,1,0,0,2.61,1,0,1121,221,710,0,0,190
2022,8,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",94,21,6.78,0.82,7.92,0,5.48,0,0,817,288,46,205,0,278
2022,8,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",306,72,23.31,5.03,26.11,0,17.55,9,0,4521,1209,211,882,0,2219
2022,8,UA,United Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",31,3,1.22,0,0,0,1.78,0,0,184,67,0,0,0,117
2022,8,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",103,19,7.8,1,3.2,0,7.01,1,0,2045,1204,59,87,0,695
2022,8,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula International",62,14,4.78,0,0,0,9.22,0,0,1230,441,0,0,0,789
2022,8,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",359,81,29.73,0.39,6.78,0,44.09,6,0,5768,1731,74,263,0,3700
2022,8,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",431,81,34.37,4.71,9.24,0,32.68,9,1,6988,2987,372,339,0,3290
2022,8,UA,United Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",85,30,6.68,0,8.41,0,14.9,3,0,2495,478,0,407,0,1610
2022,8,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",301,25,10.41,0,10.82,0,3.77,0,1,998,475,0,280,0,243
2022,8,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",28,6,3.52,0,1.44,0,1.04,1,0,266,80,0,29,0,157
2022,8,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",169,42,15.08,0.47,4.24,0,22.21,3,0,2574,841,43,142,0,1548
2022,8,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",88,26,11.79,1,0.88,0,12.34,1,0,2001,803,74,60,0,1064
2022,8,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6551,1200,331.89,73.1,414.33,2.06,378.62,149,17,105896,29315,7669,32023,135,36754
2022,8,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",169,42,18.83,1.78,10.79,0,10.6,4,0,2603,1354,174,387,0,688
2022,8,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",118,27,10.92,0.88,8.5,0,6.7,7,0,1872,877,159,361,0,475
2022,8,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",608,90,42.03,4.14,6.73,0,37.1,7,1,6448,2352,1159,314,0,2623
2022,8,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",304,71,30.16,3.46,14.33,0,23.05,4,0,4664,1984,264,476,0,1940
2022,8,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",671,139,55.61,3.29,27.17,0,52.93,5,0,10227,3929,272,1381,0,4645
2022,8,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",200,49,18.56,1.08,11.15,0,18.22,2,2,2523,945,104,457,0,1017
2022,8,UA,United Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",22,7,3.87,0,0,0,3.13,1,0,1410,1063,0,0,0,347
2022,8,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",30,6,1.89,0,0.21,0,3.9,0,0,335,94,0,30,0,211
2022,8,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",124,17,6.17,1,3.33,0,6.5,2,0,978,470,46,95,0,367
2022,8,UA,United Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",93,19,5.48,0.26,1.18,0,12.08,0,0,1284,491,21,46,0,726
2022,8,UA,United Air Lines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",70,17,5.84,0.88,3.45,0,6.82,0,0,2289,291,53,255,0,1690
2022,8,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",288,58,25.54,5.75,9.81,0,16.9,7,0,3883,1586,489,405,0,1403
2022,8,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",62,22,10.04,0,7.89,0,4.07,2,0,1245,520,0,273,0,452
2022,8,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",210,53,20.25,1.3,5.37,0,26.08,4,0,3531,1255,96,219,0,1961
2022,8,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",106,22,9.52,1.41,5.54,0,5.52,4,0,1538,506,312,229,0,491
2022,8,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",247,46,12.14,0.56,16.03,0,17.27,4,3,2789,967,55,477,0,1290
2022,8,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",877,153,53.43,12.35,31.56,0,55.66,9,1,11120,3244,1039,1657,0,5180
2022,8,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",428,79,29.69,4.14,7.78,0,37.39,10,0,5844,1910,411,296,0,3227
2022,8,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",56,11,2.01,0,4.45,0,4.55,1,0,632,243,0,77,0,312
2022,8,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",151,26,11.76,1.65,2.15,0,10.44,2,0,1810,704,139,65,0,902
2022,8,UA,United Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",31,8,2.62,0,3.55,0,1.82,1,0,589,222,0,136,0,231
2022,8,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",751,136,51.87,5.26,25.41,0,53.46,12,0,9423,3540,503,1157,0,4223
2022,8,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4245,553,227.84,24.98,94,3,203.19,41,4,48997,19517,3865,4064,194,21357
2022,8,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",155,36,14.79,0,3.44,0,17.77,4,0,2785,1074,0,217,0,1494
2022,8,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",197,48,20.73,0.01,14.7,0,12.56,1,0,4091,1423,11,680,0,1977
2022,8,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",126,26,9.85,1,3.15,0,12.01,4,1,1823,631,52,150,0,990
2022,8,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",331,61,25.05,1.8,5.91,0,28.24,7,0,5440,2398,148,378,0,2516
2022,8,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",619,100,32.09,7.02,24.87,0,36.02,9,2,6743,2464,993,1084,0,2202
2022,8,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",35,2,2,0,0,0,0,0,0,66,66,0,0,0,0
2022,8,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",31,1,0.96,0,0.04,0,0,0,0,235,225,0,10,0,0
2022,8,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",23,4,2.33,0,0,0,1.67,1,0,395,245,0,0,0,150
2022,8,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",69,14,6.23,0.41,4.08,0,3.28,0,0,1016,530,72,130,0,284
2022,8,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",120,29,13.51,1.87,7.88,0,5.74,4,0,2218,1472,203,263,0,280
2022,8,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",496,101,38.32,3.78,20.39,0,38.52,8,3,10614,3629,866,1176,0,4943
2022,8,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",62,22,10.83,0,2.59,0,8.58,1,0,1867,1124,0,79,0,664
2022,8,UA,United Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital",64,9,4.17,0,0.06,0,4.77,0,0,1039,471,0,8,0,560
2022,8,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",686,247,102.24,2.31,16.74,0.33,125.37,4,1,12484,4733,336,674,42,6699
2022,8,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",306,95,44.53,3.27,7.08,0,40.12,11,1,5578,2177,205,363,0,2833
2022,8,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",205,54,17.97,0,4.19,0,31.84,5,1,3559,1174,0,152,0,2233
2022,8,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2727,792,289.39,17.66,83.13,4.52,397.31,60,9,46974,15416,1584,4380,149,25445
